"bin_extents","bin_values"
9.4896e-05,43
0.00023665,262
0.00037841,642
0.00052016,938
0.00066192,749
0.00080367,708
0.00094543,530
0.0010872,501
0.0012289,393
0.0013707,365
0.0015125,355
0.0016542,344
0.001796,276
0.0019377,255
0.0020795,222
0.0022212,219
0.002363,204
0.0025047,178
0.0026465,196
0.0027882,175
0.00293,152
0.0030718,122
0.0032135,128
0.0033553,122
0.003497,145
0.0036388,116
0.0037805,104
0.0039223,121
0.004064,103
0.0042058,84
0.0043476,78
0.0044893,64
0.0046311,61
0.0047728,49
0.0049146,42
0.0050563,41
0.0051981,36
0.0053398,34
0.0054816,34
0.0056234,41
0.0057651,46
0.0059069,44
0.0060486,33
0.0061904,26
0.0063321,21
0.0064739,28
0.0066156,19
0.0067574,18
0.0068992,28
0.0070409,21
0.0071827,25
0.0073244,23
0.0074662,17
0.0076079,24
0.0077497,10
0.0078914,18
0.0080332,18
0.008175,11
0.0083167,18
0.0084585,10
0.0086002,11
0.008742,8
0.0088837,8
0.0090255,5
0.0091672,12
0.009309,6
0.0094508,7
0.0095925,16
0.0097343,5
0.009876,10
0.010018,11
0.01016,8
0.010301,9
0.010443,5
0.010585,5
0.010727,6
0.010868,8
0.01101,9
0.011152,5
0.011294,6
0.011435,5
0.011577,3
0.011719,8
0.011861,7
0.012002,5
0.012144,1
0.012286,6
0.012428,1
0.012569,2
0.012711,5
0.012853,3
0.012995,3
0.013136,5
0.013278,4
0.01342,1
0.013562,3
0.013703,1
0.013845,5
0.013987,2
0.014129,2
0.01427,2
0.014412,3
0.014554,3
0.014696,2
0.014837,1
0.014979,4
0.015121,3
0.015263,1
0.015404,3
0.015546,4
0.015688,2
0.01583,5
0.015972,2
0.016113,1
0.016255,3
0.016397,1
0.016539,2
0.01668,2
0.016822,1
0.016964,2
0.017106,1
0.017247,0
0.017389,2
0.017531,1
0.017673,3
0.017814,0
0.017956,0
0.018098,0
0.01824,0
0.018381,1
0.018523,2
0.018665,2
0.018807,0
0.018948,1
0.01909,0
0.019232,0
0.019374,1
0.019515,2
0.019657,2
0.019799,0
0.019941,0
0.020082,1
0.020224,0
0.020366,0
0.020508,1
0.020649,0
0.020791,0
0.020933,1
0.021075,1
0.021216,0
0.021358,0
0.0215,0
0.021642,0
0.021783,1
0.021925,0
0.022067,0
0.022209,1
0.02235,0
0.022492,0
0.022634,0
0.022776,0
0.022918,1
0.023059,1
0.023201,0
0.023343,1
0.023485,0
0.023626,0
0.023768,1
0.02391,0
0.024052,1
0.024193,0
0.024335,0
0.024477,0
0.024619,0
0.02476,0
0.024902,0
0.025044,0
0.025186,0
0.025327,0
0.025469,0
0.025611,0
0.025753,0
0.025894,0
0.026036,0
0.026178,0
0.02632,0
0.026461,1
0.026603,0
0.026745,0
0.026887,0
0.027028,0
0.02717,0
0.027312,0
0.027454,0
0.027595,0
0.027737,0
0.027879,0
0.028021,0
0.028162,0
0.028304,0
0.028446,0
0.028588,0
0.028729,0
0.028871,0
0.029013,0
0.029155,0
0.029297,0
0.029438,0
0.02958,0
0.029722,0
0.029864,0
0.030005,0
0.030147,0
0.030289,0
0.030431,0
0.030572,0
0.030714,0
0.030856,0
0.030998,0
0.031139,0
0.031281,0
0.031423,0
0.031565,0
0.031706,0
0.031848,0
0.03199,0
0.032132,0
0.032273,0
0.032415,0
0.032557,0
0.032699,0
0.03284,0
0.032982,0
0.033124,0
0.033266,0
0.033407,0
0.033549,0
0.033691,0
0.033833,0
0.033974,0
0.034116,0
0.034258,0
0.0344,0
0.034541,0
0.034683,0
0.034825,0
0.034967,0
0.035108,0
0.03525,0
0.035392,0
0.035534,0
0.035676,0
0.035817,0
0.035959,0
0.036101,0
0.036243,1
