"bin_extents","bin_values"
4.039e-07,154
1.1957e-06,170
1.9875e-06,175
2.7794e-06,121
3.5712e-06,156
4.363e-06,130
5.1548e-06,144
5.9466e-06,135
6.7384e-06,125
7.5303e-06,135
8.3221e-06,140
9.1139e-06,131
9.9057e-06,142
1.0698e-05,152
1.1489e-05,142
1.2281e-05,162
1.3073e-05,164
1.3865e-05,147
1.4657e-05,182
1.5448e-05,175
1.624e-05,151
1.7032e-05,185
1.7824e-05,179
1.8616e-05,173
1.9408e-05,159
2.0199e-05,148
2.0991e-05,157
2.1783e-05,148
2.2575e-05,135
2.3367e-05,153
2.4158e-05,121
2.495e-05,137
2.5742e-05,135
2.6534e-05,114
2.7326e-05,109
2.8118e-05,117
2.8909e-05,127
2.9701e-05,119
3.0493e-05,133
3.1285e-05,108
3.2077e-05,117
3.2868e-05,116
3.366e-05,114
3.4452e-05,105
3.5244e-05,100
3.6036e-05,107
3.6827e-05,116
3.7619e-05,100
3.8411e-05,102
3.9203e-05,93
3.9995e-05,88
4.0787e-05,120
4.1578e-05,104
4.237e-05,92
4.3162e-05,107
4.3954e-05,82
4.4746e-05,99
4.5537e-05,77
4.6329e-05,76
4.7121e-05,86
4.7913e-05,66
4.8705e-05,56
4.9497e-05,64
5.0288e-05,57
5.108e-05,41
5.1872e-05,46
5.2664e-05,61
5.3456e-05,55
5.4247e-05,57
5.5039e-05,48
5.5831e-05,65
5.6623e-05,57
5.7415e-05,56
5.8207e-05,42
5.8998e-05,36
5.979e-05,49
6.0582e-05,57
6.1374e-05,52
6.2166e-05,48
6.2957e-05,42
6.3749e-05,40
6.4541e-05,45
6.5333e-05,44
6.6125e-05,47
6.6917e-05,35
6.7708e-05,43
6.85e-05,38
6.9292e-05,26
7.0084e-05,26
7.0876e-05,27
7.1667e-05,36
7.2459e-05,27
7.3251e-05,28
7.4043e-05,22
7.4835e-05,21
7.5627e-05,27
7.6418e-05,24
7.721e-05,34
7.8002e-05,21
7.8794e-05,17
7.9586e-05,16
8.0377e-05,14
8.1169e-05,15
8.1961e-05,13
8.2753e-05,21
8.3545e-05,19
8.4337e-05,15
8.5128e-05,13
8.592e-05,14
8.6712e-05,15
8.7504e-05,13
8.8296e-05,12
8.9087e-05,10
8.9879e-05,12
9.0671e-05,13
9.1463e-05,12
9.2255e-05,14
9.3047e-05,7
9.3838e-05,10
9.463e-05,4
9.5422e-05,10
9.6214e-05,5
9.7006e-05,6
9.7797e-05,5
9.8589e-05,9
9.9381e-05,4
0.00010017,16
0.00010096,8
0.00010176,5
0.00010255,7
0.00010334,11
0.00010413,8
0.00010492,5
0.00010572,6
0.00010651,6
0.0001073,6
0.00010809,5
0.00010888,5
0.00010967,5
0.00011047,5
0.00011126,6
0.00011205,4
0.00011284,3
0.00011363,4
0.00011443,6
0.00011522,5
0.00011601,3
0.0001168,2
0.00011759,4
0.00011838,4
0.00011918,6
0.00011997,1
0.00012076,5
0.00012155,4
0.00012234,4
0.00012314,6
0.00012393,3
0.00012472,2
0.00012551,2
0.0001263,4
0.00012709,1
0.00012789,3
0.00012868,2
0.00012947,1
0.00013026,1
0.00013105,2
0.00013185,2
0.00013264,2
0.00013343,3
0.00013422,5
0.00013501,1
0.0001358,2
0.0001366,1
0.00013739,3
0.00013818,0
0.00013897,1
0.00013976,2
0.00014056,3
0.00014135,2
0.00014214,1
0.00014293,1
0.00014372,3
0.00014451,3
0.00014531,0
0.0001461,1
0.00014689,0
0.00014768,0
0.00014847,0
0.00014927,1
0.00015006,0
0.00015085,0
0.00015164,0
0.00015243,0
0.00015322,0
0.00015402,1
0.00015481,0
0.0001556,0
0.00015639,0
0.00015718,0
0.00015798,0
0.00015877,0
0.00015956,0
0.00016035,0
0.00016114,0
0.00016193,0
0.00016273,0
0.00016352,0
0.00016431,0
0.0001651,0
0.00016589,0
0.00016669,0
0.00016748,0
0.00016827,0
0.00016906,0
0.00016985,0
0.00017064,0
0.00017144,0
0.00017223,0
0.00017302,0
0.00017381,0
0.0001746,0
0.0001754,0
0.00017619,0
0.00017698,0
0.00017777,0
0.00017856,0
0.00017935,0
0.00018015,0
0.00018094,0
0.00018173,0
0.00018252,0
0.00018331,0
0.00018411,0
0.0001849,0
0.00018569,0
0.00018648,0
0.00018727,0
0.00018806,0
0.00018886,0
0.00018965,0
0.00019044,0
0.00019123,0
0.00019202,0
0.00019282,0
0.00019361,0
0.0001944,0
0.00019519,0
0.00019598,0
0.00019677,0
0.00019757,0
0.00019836,0
0.00019915,0
0.00019994,0
0.00020073,0
0.00020153,0
0.00020232,1
