"bin_extents","bin_values"
3.6667e-07,145
1.0838e-06,148
1.8009e-06,138
2.518e-06,138
3.2352e-06,128
3.9523e-06,127
4.6694e-06,118
5.3865e-06,130
6.1036e-06,119
6.8208e-06,114
7.5379e-06,125
8.255e-06,121
8.9721e-06,129
9.6892e-06,125
1.0406e-05,123
1.1123e-05,138
1.1841e-05,130
1.2558e-05,157
1.3275e-05,138
1.3992e-05,151
1.4709e-05,148
1.5426e-05,158
1.6143e-05,158
1.686e-05,154
1.7578e-05,151
1.8295e-05,167
1.9012e-05,146
1.9729e-05,141
2.0446e-05,140
2.1163e-05,136
2.188e-05,130
2.2597e-05,125
2.3315e-05,124
2.4032e-05,140
2.4749e-05,128
2.5466e-05,122
2.6183e-05,122
2.69e-05,118
2.7617e-05,106
2.8334e-05,112
2.9052e-05,113
2.9769e-05,119
3.0486e-05,130
3.1203e-05,114
3.192e-05,117
3.2637e-05,102
3.3354e-05,106
3.4071e-05,114
3.4788e-05,109
3.5506e-05,93
3.6223e-05,96
3.694e-05,92
3.7657e-05,104
3.8374e-05,104
3.9091e-05,101
3.9808e-05,108
4.0525e-05,92
4.1243e-05,104
4.196e-05,103
4.2677e-05,86
4.3394e-05,79
4.4111e-05,72
4.4828e-05,84
4.5545e-05,60
4.6262e-05,70
4.698e-05,62
4.7697e-05,57
4.8414e-05,56
4.9131e-05,49
4.9848e-05,48
5.0565e-05,48
5.1282e-05,51
5.1999e-05,78
5.2717e-05,71
5.3434e-05,54
5.4151e-05,49
5.4868e-05,61
5.5585e-05,44
5.6302e-05,45
5.7019e-05,42
5.7736e-05,55
5.8453e-05,52
5.9171e-05,47
5.9888e-05,49
6.0605e-05,44
6.1322e-05,37
6.2039e-05,41
6.2756e-05,37
6.3473e-05,33
6.419e-05,33
6.4908e-05,28
6.5625e-05,33
6.6342e-05,26
6.7059e-05,21
6.7776e-05,31
6.8493e-05,23
6.921e-05,22
6.9927e-05,20
7.0645e-05,22
7.1362e-05,23
7.2079e-05,27
7.2796e-05,18
7.3513e-05,17
7.423e-05,18
7.4947e-05,27
7.5664e-05,19
7.6382e-05,18
7.7099e-05,25
7.7816e-05,13
7.8533e-05,17
7.925e-05,15
7.9967e-05,19
8.0684e-05,20
8.1401e-05,14
8.2118e-05,12
8.2836e-05,19
8.3553e-05,16
8.427e-05,10
8.4987e-05,11
8.5704e-05,17
8.6421e-05,19
8.7138e-05,15
8.7855e-05,9
8.8573e-05,11
8.929e-05,6
9.0007e-05,9
9.0724e-05,8
9.1441e-05,9
9.2158e-05,9
9.2875e-05,5
9.3592e-05,12
9.431e-05,12
9.5027e-05,4
9.5744e-05,9
9.6461e-05,9
9.7178e-05,7
9.7895e-05,7
9.8612e-05,5
9.9329e-05,4
0.00010005,11
0.00010076,1
0.00010148,5
0.0001022,9
0.00010291,4
0.00010363,3
0.00010435,6
0.00010507,6
0.00010578,3
0.0001065,4
0.00010722,6
0.00010793,6
0.00010865,4
0.00010937,1
0.00011009,5
0.0001108,9
0.00011152,4
0.00011224,3
0.00011295,3
0.00011367,2
0.00011439,2
0.00011511,4
0.00011582,1
0.00011654,4
0.00011726,1
0.00011797,2
0.00011869,2
0.00011941,5
0.00012013,4
0.00012084,1
0.00012156,1
0.00012228,1
0.00012299,3
0.00012371,1
0.00012443,0
0.00012515,3
0.00012586,3
0.00012658,4
0.0001273,1
0.00012801,1
0.00012873,3
0.00012945,0
0.00013017,1
0.00013088,0
0.0001316,1
0.00013232,0
0.00013303,1
0.00013375,0
0.00013447,0
0.00013519,0
0.0001359,0
0.00013662,0
0.00013734,0
0.00013805,1
0.00013877,0
0.00013949,0
0.00014021,0
0.00014092,0
0.00014164,0
0.00014236,0
0.00014307,0
0.00014379,0
0.00014451,0
0.00014523,0
0.00014594,0
0.00014666,0
0.00014738,0
0.00014809,0
0.00014881,0
0.00014953,0
0.00015024,0
0.00015096,0
0.00015168,0
0.0001524,0
0.00015311,0
0.00015383,0
0.00015455,0
0.00015526,0
0.00015598,0
0.0001567,0
0.00015742,0
0.00015813,0
0.00015885,0
0.00015957,0
0.00016028,0
0.000161,0
0.00016172,0
0.00016244,0
0.00016315,0
0.00016387,0
0.00016459,0
0.0001653,0
0.00016602,0
0.00016674,0
0.00016746,0
0.00016817,0
0.00016889,0
0.00016961,0
0.00017032,0
0.00017104,0
0.00017176,0
0.00017248,0
0.00017319,0
0.00017391,0
0.00017463,0
0.00017534,0
0.00017606,0
0.00017678,0
0.0001775,0
0.00017821,0
0.00017893,0
0.00017965,0
0.00018036,0
0.00018108,0
0.0001818,0
0.00018252,0
0.00018323,1
