"bin_extents","bin_values"
2.5637e-05,97
5.4009e-05,332
8.2381e-05,404
0.00011075,314
0.00013913,258
0.0001675,248
0.00019587,260
0.00022424,255
0.00025261,266
0.00028099,252
0.00030936,275
0.00033773,266
0.0003661,284
0.00039448,277
0.00042285,276
0.00045122,237
0.00047959,232
0.00050797,240
0.00053634,257
0.00056471,250
0.00059308,248
0.00062145,209
0.00064983,207
0.0006782,184
0.00070657,182
0.00073494,161
0.00076332,145
0.00079169,178
0.00082006,129
0.00084843,156
0.0008768,155
0.00090518,123
0.00093355,132
0.00096192,96
0.00099029,104
0.0010187,107
0.001047,95
0.0010754,89
0.0011038,75
0.0011322,82
0.0011605,71
0.0011889,81
0.0012173,74
0.0012456,81
0.001274,67
0.0013024,52
0.0013308,49
0.0013591,51
0.0013875,50
0.0014159,63
0.0014443,45
0.0014726,36
0.001501,36
0.0015294,45
0.0015577,41
0.0015861,36
0.0016145,32
0.0016429,35
0.0016712,40
0.0016996,22
0.001728,31
0.0017563,38
0.0017847,24
0.0018131,30
0.0018415,29
0.0018698,30
0.0018982,27
0.0019266,30
0.001955,16
0.0019833,19
0.0020117,20
0.0020401,23
0.0020684,27
0.0020968,26
0.0021252,18
0.0021536,28
0.0021819,20
0.0022103,13
0.0022387,16
0.002267,19
0.0022954,19
0.0023238,16
0.0023522,10
0.0023805,17
0.0024089,10
0.0024373,7
0.0024657,11
0.002494,3
0.0025224,14
0.0025508,8
0.0025791,10
0.0026075,10
0.0026359,9
0.0026643,4
0.0026926,10
0.002721,5
0.0027494,4
0.0027777,6
0.0028061,3
0.0028345,5
0.0028629,4
0.0028912,3
0.0029196,3
0.002948,8
0.0029764,6
0.0030047,9
0.0030331,5
0.0030615,6
0.0030898,4
0.0031182,4
0.0031466,2
0.003175,5
0.0032033,3
0.0032317,1
0.0032601,2
0.0032884,5
0.0033168,1
0.0033452,5
0.0033736,3
0.0034019,2
0.0034303,4
0.0034587,2
0.0034871,0
0.0035154,4
0.0035438,2
0.0035722,3
0.0036005,2
0.0036289,5
0.0036573,1
0.0036857,3
0.003714,1
0.0037424,2
0.0037708,1
0.0037991,3
0.0038275,4
0.0038559,1
0.0038843,2
0.0039126,1
0.003941,1
0.0039694,4
0.0039978,1
0.0040261,2
0.0040545,4
0.0040829,6
0.0041112,1
0.0041396,2
0.004168,2
0.0041964,5
0.0042247,2
0.0042531,3
0.0042815,1
0.0043098,0
0.0043382,1
0.0043666,2
0.004395,0
0.0044233,1
0.0044517,3
0.0044801,1
0.0045085,1
0.0045368,1
0.0045652,4
0.0045936,1
0.0046219,0
0.0046503,1
0.0046787,0
0.0047071,1
0.0047354,1
0.0047638,1
0.0047922,2
0.0048205,1
0.0048489,0
0.0048773,0
0.0049057,1
0.004934,0
0.0049624,0
0.0049908,0
0.0050192,1
0.0050475,0
0.0050759,0
0.0051043,1
0.0051326,2
0.005161,0
0.0051894,0
0.0052178,0
0.0052461,0
0.0052745,0
0.0053029,0
0.0053313,1
0.0053596,0
0.005388,0
0.0054164,0
0.0054447,0
0.0054731,0
0.0055015,0
0.0055299,0
0.0055582,0
0.0055866,0
0.005615,0
0.0056433,1
0.0056717,0
0.0057001,1
0.0057285,1
0.0057568,0
0.0057852,0
0.0058136,0
0.005842,0
0.0058703,0
0.0058987,0
0.0059271,0
0.0059554,1
0.0059838,0
0.0060122,0
0.0060406,0
0.0060689,1
0.0060973,0
0.0061257,0
0.006154,0
0.0061824,0
0.0062108,0
0.0062392,0
0.0062675,0
0.0062959,0
0.0063243,0
0.0063527,0
0.006381,0
0.0064094,0
0.0064378,1
0.0064661,0
0.0064945,0
0.0065229,0
0.0065513,0
0.0065796,0
0.006608,0
0.0066364,0
0.0066647,0
0.0066931,0
0.0067215,0
0.0067499,0
0.0067782,0
0.0068066,0
0.006835,0
0.0068634,0
0.0068917,0
0.0069201,0
0.0069485,0
0.0069768,0
0.0070052,0
0.0070336,0
0.007062,0
0.0070903,0
0.0071187,0
0.0071471,0
0.0071754,0
0.0072038,0
0.0072322,0
0.0072606,1
