"bin_extents","bin_values"
3.4584e-06,285
1.0102e-05,286
1.6745e-05,288
2.3388e-05,324
3.0031e-05,325
3.6674e-05,374
4.3317e-05,394
4.9961e-05,460
5.6604e-05,445
6.3247e-05,431
6.989e-05,491
7.6533e-05,513
8.3176e-05,438
8.9819e-05,455
9.6463e-05,492
0.00010311,416
0.00010975,319
0.00011639,281
0.00012304,259
0.00012968,245
0.00013632,192
0.00014296,216
0.00014961,177
0.00015625,164
0.00016289,177
0.00016954,182
0.00017618,187
0.00018282,185
0.00018947,134
0.00019611,76
0.00020275,70
0.0002094,47
0.00021604,49
0.00022268,30
0.00022933,40
0.00023597,37
0.00024261,21
0.00024926,20
0.0002559,12
0.00026254,19
0.00026918,19
0.00027583,15
0.00028247,15
0.00028911,15
0.00029576,8
0.0003024,8
0.00030904,11
0.00031569,15
0.00032233,5
0.00032897,8
0.00033562,12
0.00034226,13
0.0003489,6
0.00035555,7
0.00036219,6
0.00036883,3
0.00037548,4
0.00038212,4
0.00038876,6
0.0003954,5
0.00040205,2
0.00040869,11
0.00041533,2
0.00042198,6
0.00042862,9
0.00043526,1
0.00044191,4
0.00044855,5
0.00045519,5
0.00046184,3
0.00046848,2
0.00047512,1
0.00048177,3
0.00048841,2
0.00049505,3
0.00050169,4
0.00050834,0
0.00051498,6
0.00052162,5
0.00052827,1
0.00053491,4
0.00054155,3
0.0005482,4
0.00055484,2
0.00056148,6
0.00056813,3
0.00057477,2
0.00058141,5
0.00058806,2
0.0005947,1
0.00060134,6
0.00060799,1
0.00061463,3
0.00062127,5
0.00062791,1
0.00063456,3
0.0006412,3
0.00064784,5
0.00065449,3
0.00066113,4
0.00066777,2
0.00067442,2
0.00068106,2
0.0006877,3
0.00069435,0
0.00070099,3
0.00070763,1
0.00071428,1
0.00072092,2
0.00072756,2
0.00073421,1
0.00074085,3
0.00074749,3
0.00075413,1
0.00076078,1
0.00076742,0
0.00077406,3
0.00078071,2
0.00078735,3
0.00079399,0
0.00080064,2
0.00080728,4
0.00081392,3
0.00082057,1
0.00082721,3
0.00083385,0
0.0008405,2
0.00084714,0
0.00085378,1
0.00086043,1
0.00086707,2
0.00087371,0
0.00088035,1
0.000887,2
0.00089364,1
0.00090028,2
0.00090693,3
0.00091357,1
0.00092021,0
0.00092686,3
0.0009335,2
0.00094014,1
0.00094679,1
0.00095343,2
0.00096007,0
0.00096672,0
0.00097336,1
0.00098,1
0.00098665,1
0.00099329,1
0.00099993,3
0.0010066,2
0.0010132,0
0.0010199,0
0.0010265,1
0.0010331,0
0.0010398,1
0.0010464,1
0.0010531,2
0.0010597,0
0.0010664,3
0.001073,0
0.0010796,0
0.0010863,1
0.0010929,1
0.0010996,0
0.0011062,4
0.0011129,2
0.0011195,0
0.0011262,0
0.0011328,0
0.0011394,0
0.0011461,1
0.0011527,0
0.0011594,1
0.001166,0
0.0011727,2
0.0011793,1
0.0011859,1
0.0011926,0
0.0011992,1
0.0012059,0
0.0012125,2
0.0012192,0
0.0012258,1
0.0012324,0
0.0012391,0
0.0012457,0
0.0012524,0
0.001259,0
0.0012657,0
0.0012723,0
0.0012789,0
0.0012856,2
0.0012922,0
0.0012989,0
0.0013055,0
0.0013122,0
0.0013188,0
0.0013254,0
0.0013321,1
0.0013387,0
0.0013454,1
0.001352,0
0.0013587,0
0.0013653,0
0.0013719,0
0.0013786,1
0.0013852,0
0.0013919,1
0.0013985,0
0.0014052,0
0.0014118,0
0.0014185,0
0.0014251,0
0.0014317,0
0.0014384,0
0.001445,0
0.0014517,0
0.0014583,0
0.001465,1
0.0014716,0
0.0014782,0
0.0014849,0
0.0014915,0
0.0014982,0
0.0015048,0
0.0015115,0
0.0015181,0
0.0015247,1
0.0015314,0
0.001538,0
0.0015447,0
0.0015513,0
0.001558,0
0.0015646,1
0.0015712,0
0.0015779,0
0.0015845,0
0.0015912,0
0.0015978,0
0.0016045,0
0.0016111,0
0.0016177,0
0.0016244,0
0.001631,0
0.0016377,0
0.0016443,0
0.001651,0
0.0016576,0
0.0016642,0
0.0016709,0
0.0016775,0
0.0016842,0
0.0016908,0
0.0016975,1
