"bin_extents","bin_values"
3.0365e-07,128
8.9434e-07,102
1.485e-06,126
2.0757e-06,122
2.6664e-06,99
3.2571e-06,104
3.8478e-06,110
4.4385e-06,89
5.0292e-06,111
5.6199e-06,102
6.2106e-06,108
6.8013e-06,95
7.392e-06,96
7.9827e-06,106
8.5734e-06,106
9.1641e-06,115
9.7548e-06,116
1.0345e-05,91
1.0936e-05,112
1.1527e-05,105
1.2118e-05,130
1.2708e-05,108
1.3299e-05,130
1.389e-05,146
1.448e-05,139
1.5071e-05,128
1.5662e-05,136
1.6252e-05,126
1.6843e-05,128
1.7434e-05,130
1.8024e-05,128
1.8615e-05,115
1.9206e-05,124
1.9797e-05,120
2.0387e-05,117
2.0978e-05,138
2.1569e-05,116
2.2159e-05,94
2.275e-05,108
2.3341e-05,101
2.3931e-05,118
2.4522e-05,123
2.5113e-05,121
2.5704e-05,123
2.6294e-05,111
2.6885e-05,124
2.7476e-05,121
2.8066e-05,125
2.8657e-05,120
2.9248e-05,112
2.9838e-05,106
3.0429e-05,105
3.102e-05,102
3.161e-05,82
3.2201e-05,97
3.2792e-05,114
3.3383e-05,84
3.3973e-05,96
3.4564e-05,102
3.5155e-05,90
3.5745e-05,83
3.6336e-05,109
3.6927e-05,82
3.7517e-05,89
3.8108e-05,94
3.8699e-05,70
3.9289e-05,87
3.988e-05,73
4.0471e-05,85
4.1062e-05,83
4.1652e-05,75
4.2243e-05,62
4.2834e-05,104
4.3424e-05,67
4.4015e-05,69
4.4606e-05,71
4.5196e-05,66
4.5787e-05,68
4.6378e-05,60
4.6969e-05,57
4.7559e-05,54
4.815e-05,61
4.8741e-05,57
4.9331e-05,64
4.9922e-05,58
5.0513e-05,48
5.1103e-05,60
5.1694e-05,50
5.2285e-05,39
5.2875e-05,37
5.3466e-05,42
5.4057e-05,50
5.4648e-05,24
5.5238e-05,33
5.5829e-05,30
5.642e-05,37
5.701e-05,25
5.7601e-05,33
5.8192e-05,26
5.8782e-05,25
5.9373e-05,27
5.9964e-05,24
6.0554e-05,27
6.1145e-05,25
6.1736e-05,30
6.2327e-05,20
6.2917e-05,28
6.3508e-05,32
6.4099e-05,10
6.4689e-05,14
6.528e-05,25
6.5871e-05,27
6.6461e-05,11
6.7052e-05,18
6.7643e-05,15
6.8233e-05,15
6.8824e-05,12
6.9415e-05,13
7.0006e-05,6
7.0596e-05,15
7.1187e-05,12
7.1778e-05,9
7.2368e-05,13
7.2959e-05,10
7.355e-05,13
7.414e-05,12
7.4731e-05,16
7.5322e-05,8
7.5913e-05,11
7.6503e-05,12
7.7094e-05,8
7.7685e-05,13
7.8275e-05,7
7.8866e-05,12
7.9457e-05,9
8.0047e-05,11
8.0638e-05,11
8.1229e-05,12
8.1819e-05,10
8.241e-05,8
8.3001e-05,8
8.3592e-05,6
8.4182e-05,8
8.4773e-05,9
8.5364e-05,6
8.5954e-05,12
8.6545e-05,13
8.7136e-05,4
8.7726e-05,12
8.8317e-05,4
8.8908e-05,8
8.9498e-05,7
9.0089e-05,2
9.068e-05,8
9.1271e-05,6
9.1861e-05,10
9.2452e-05,3
9.3043e-05,5
9.3633e-05,3
9.4224e-05,1
9.4815e-05,7
9.5405e-05,6
9.5996e-05,7
9.6587e-05,8
9.7178e-05,2
9.7768e-05,3
9.8359e-05,1
9.895e-05,4
9.954e-05,1
0.00010013,6
0.00010072,1
0.00010131,4
0.0001019,2
0.00010249,3
0.00010308,4
0.00010368,2
0.00010427,1
0.00010486,0
0.00010545,1
0.00010604,0
0.00010663,0
0.00010722,0
0.00010781,1
0.0001084,0
0.00010899,0
0.00010958,0
0.00011017,0
0.00011076,0
0.00011135,0
0.00011194,1
0.00011254,0
0.00011313,0
0.00011372,0
0.00011431,0
0.0001149,0
0.00011549,0
0.00011608,0
0.00011667,0
0.00011726,0
0.00011785,0
0.00011844,0
0.00011903,0
0.00011962,0
0.00012021,0
0.00012081,0
0.0001214,0
0.00012199,0
0.00012258,0
0.00012317,0
0.00012376,0
0.00012435,0
0.00012494,0
0.00012553,0
0.00012612,0
0.00012671,0
0.0001273,0
0.00012789,0
0.00012848,0
0.00012908,0
0.00012967,0
0.00013026,0
0.00013085,0
0.00013144,0
0.00013203,0
0.00013262,0
0.00013321,0
0.0001338,0
0.00013439,0
0.00013498,0
0.00013557,0
0.00013616,0
0.00013675,0
0.00013734,0
0.00013794,0
0.00013853,0
0.00013912,0
0.00013971,0
0.0001403,0
0.00014089,0
0.00014148,0
0.00014207,0
0.00014266,0
0.00014325,0
0.00014384,0
0.00014443,0
0.00014502,0
0.00014561,0
0.00014621,0
0.0001468,0
0.00014739,0
0.00014798,0
0.00014857,0
0.00014916,0
0.00014975,0
0.00015034,0
0.00015093,1
