"bin_extents","bin_values"
8.1255e-05,19
0.00016222,103
0.00024318,267
0.00032414,430
0.00040511,442
0.00048607,448
0.00056703,460
0.00064799,451
0.00072896,316
0.00080992,306
0.00089088,259
0.00097184,264
0.0010528,251
0.0011338,247
0.0012147,245
0.0012957,189
0.0013767,226
0.0014576,184
0.0015386,203
0.0016195,200
0.0017005,209
0.0017815,200
0.0018624,180
0.0019434,164
0.0020244,177
0.0021053,151
0.0021863,169
0.0022672,148
0.0023482,147
0.0024292,130
0.0025101,117
0.0025911,144
0.0026721,112
0.002753,107
0.002834,83
0.0029149,94
0.0029959,96
0.0030769,76
0.0031578,72
0.0032388,73
0.0033198,70
0.0034007,84
0.0034817,66
0.0035627,62
0.0036436,68
0.0037246,44
0.0038055,59
0.0038865,56
0.0039675,42
0.0040484,49
0.0041294,36
0.0042104,31
0.0042913,43
0.0043723,36
0.0044532,35
0.0045342,31
0.0046152,30
0.0046961,34
0.0047771,31
0.0048581,30
0.004939,35
0.00502,23
0.0051009,29
0.0051819,22
0.0052629,30
0.0053438,22
0.0054248,33
0.0055058,28
0.0055867,24
0.0056677,19
0.0057486,14
0.0058296,23
0.0059106,19
0.0059915,22
0.0060725,22
0.0061535,24
0.0062344,12
0.0063154,20
0.0063963,22
0.0064773,24
0.0065583,17
0.0066392,16
0.0067202,22
0.0068012,17
0.0068821,13
0.0069631,17
0.007044,14
0.007125,13
0.007206,16
0.0072869,17
0.0073679,7
0.0074489,12
0.0075298,15
0.0076108,10
0.0076917,15
0.0077727,16
0.0078537,8
0.0079346,6
0.0080156,5
0.0080966,9
0.0081775,3
0.0082585,2
0.0083395,8
0.0084204,3
0.0085014,1
0.0085823,3
0.0086633,4
0.0087443,10
0.0088252,3
0.0089062,2
0.0089872,7
0.0090681,8
0.0091491,8
0.00923,4
0.009311,4
0.009392,1
0.0094729,2
0.0095539,0
0.0096349,5
0.0097158,2
0.0097968,3
0.0098777,2
0.0099587,8
0.01004,2
0.010121,2
0.010202,2
0.010283,5
0.010364,2
0.010444,3
0.010525,4
0.010606,2
0.010687,8
0.010768,0
0.010849,0
0.01093,3
0.011011,1
0.011092,3
0.011173,1
0.011254,1
0.011335,1
0.011416,1
0.011497,4
0.011578,1
0.011659,1
0.01174,2
0.011821,0
0.011902,1
0.011983,1
0.012064,0
0.012145,2
0.012226,1
0.012307,2
0.012388,1
0.012469,2
0.01255,1
0.01263,0
0.012711,2
0.012792,2
0.012873,1
0.012954,0
0.013035,1
0.013116,1
0.013197,1
0.013278,0
0.013359,1
0.01344,0
0.013521,0
0.013602,0
0.013683,0
0.013764,0
0.013845,1
0.013926,0
0.014007,0
0.014088,1
0.014169,0
0.01425,0
0.014331,0
0.014412,2
0.014493,0
0.014574,0
0.014655,0
0.014736,0
0.014816,0
0.014897,0
0.014978,0
0.015059,0
0.01514,0
0.015221,0
0.015302,2
0.015383,0
0.015464,0
0.015545,0
0.015626,0
0.015707,0
0.015788,0
0.015869,0
0.01595,1
0.016031,0
0.016112,0
0.016193,0
0.016274,0
0.016355,0
0.016436,0
0.016517,0
0.016598,0
0.016679,0
0.01676,0
0.016841,0
0.016921,0
0.017002,0
0.017083,1
0.017164,0
0.017245,0
0.017326,0
0.017407,0
0.017488,0
0.017569,0
0.01765,0
0.017731,0
0.017812,0
0.017893,0
0.017974,0
0.018055,0
0.018136,0
0.018217,0
0.018298,0
0.018379,0
0.01846,0
0.018541,0
0.018622,0
0.018703,1
0.018784,0
0.018865,0
0.018946,0
0.019027,0
0.019107,0
0.019188,0
0.019269,0
0.01935,0
0.019431,0
0.019512,0
0.019593,0
0.019674,0
0.019755,0
0.019836,0
0.019917,0
0.019998,0
0.020079,0
0.02016,0
0.020241,0
0.020322,0
0.020403,0
0.020484,0
0.020565,0
0.020646,0
0.020727,1
